symbol,trade_date,entry_price,is_20cm,price,day1_pct_chg,day1_volume_ratio_5,day1_turnover,day1_close_position,day1_upper_shadow,day1_amplitude,day2_pct_chg,day2_volume_ratio_day1,day2_turnover,day2_close_position,day2_upper_shadow,day2_lower_shadow,day2_amplitude,day2_close_vs_day1_close,entry_open_gap_pct_chg,entry_high_from_open_pct_chg,entry_breakout_pct,ret_3,ret_5,ret_10,ret_20,amp_10,amp_20,amp_30,vol_ratio_3,vol_ratio_5,vol_ratio_10,turnover_3,turnover_5,turnover_10,limit_up_count_5,limit_up_count_10,limit_up_count_20,days_since_limit_up,label_trade_worth,label_limit_up_1d,label_limit_up_2d,label_limit_up_3d,label_repair_3d,label_big_loss,target_return_3d,target_max_high_return_3d,target_min_low_return_3d
000503.SZ,2021-12-20,13.125059999999998,0.0,12.16,10.045248868778266,1.4979677463349965,9.766,1.0,0.0,0.08687782805429856,3.6184210526315708,1.1037190871760054,10.7789,0.6774193548387094,0.03968253968253968,0.003968253968253884,0.12746710526315785,0.03618421052631571,1.4285714285714235,8.450704225352123,0.05801526717557248,0.21266968325791846,0.37435897435897436,0.2737642585551332,0.939218523878437,0.5468749999999998,1.0502958579881656,1.321608040201005,1.0675665188683512,1.3417052590536536,1.4165509880558285,10.656233333333333,9.9209,8.24812,2.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.055995172593496845,0.17485177210618486,-0.04381389494600385
000514.SZ,2024-10-16,4.9296,0.0,4.49,10.049019607843146,1.405394017997498,11.5332,1.0,0.0,0.04656862745098045,2.8953229398663627,1.0328495892495,11.912,0.9230769230769226,0.006493506493506547,0.03246753246753254,0.08685968819599121,0.028953229398663627,3.8961038961038863,5.833333333333335,0.09247311827956972,0.2450980392156863,0.25742574257425743,0.37297297297297294,0.6178343949044585,0.3917808219178083,0.6765676567656767,0.7046979865771812,0.4912868224817549,0.5855933422126841,0.5349586985305559,9.456433333333335,8.45582,8.85974,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.024261603375527407,0.13396624472573837,-0.026290165530671872
000519.SZ,2021-10-15,24.607378709549998,0.0,21.25187442,10.015408320493059,1.4681474410853605,7.2167,1.0,0.0,0.14997431946584494,7.516339869281041,1.2435693919706916,8.9745,0.8844621513944219,0.012592270950933616,0.009118541033434596,0.11718020541549967,0.07516339869281041,4.863221884498481,4.8861283643892195,0.0861921097770153,0.2840267077555212,0.30890052356020936,0.1737089201877935,0.34553283100107657,0.3909939593629874,0.4056603773584906,0.46500867553499114,1.5761981882015699,1.838675534411104,2.080052783322137,9.382766666666667,8.131620000000002,6.41489,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08257180354043325,0.12248785886650504,0.007981195102824357
000541.SZ,2020-05-29,6.358822742479999,0.0,5.81453652,9.950248756218905,1.3123281050906697,7.3572,1.0,0.0,0.14593698175787717,3.9215686274509665,1.0460477334853893,7.6959,0.6590909090909087,0.04354136429608134,0.0275761973875182,0.13273001508295623,0.039215686274509665,2.467343976777947,5.524079320113318,0.03616133518776077,0.04975124378109452,0.04628099173553735,0.3642241379310345,0.4004424778761062,0.616052060737527,0.6629464285714286,0.6893424036281179,1.3363514198563184,1.3587594622227697,2.0239525472611777,7.988366666666667,6.93274,5.27119,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2028267927432411,-0.11042090193666176,-0.22765225594500882
000573.SZ,2025-01-27,5.578763618999999,0.0,5.05678848,10.10752688172043,1.2602338209628405,19.906,1.0,0.0,0.1010752688172043,4.1015625,0.8689434615443438,17.2972,0.5970149253731345,0.050656660412757945,0.003752345215759867,0.1308593749999999,0.041015625,3.1894934333958513,6.545454545454543,0.046428571428571264,0.15053763440860224,0.202247191011236,0.07429718875502012,0.8135593220338986,0.3985680190930787,1.0489510489510487,1.1544117647058822,1.257826545048945,1.4263172310839218,1.26735987159538,20.124033333333333,18.5219,19.96001,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.22988404001062213,-0.06169779587501101,-0.2883066300787819
000591.SZ,2021-09-24,10.512160797449999,0.0,9.5438223,10.051813471502612,1.4454403191772076,19.4811,1.0,0.0,0.10777202072538872,6.497175141242928,1.3180024896851752,25.6762,0.38333333333333147,0.03271441202475695,0.020335985853227136,0.05649717514124286,0.06497175141242928,0.7073386383731339,6.23353819139596,0.03595890410958913,0.22383419689119166,0.2836956521739129,0.3195530726256983,0.6517482517482516,0.4525810324129653,0.7612809315866087,0.8305597579425117,1.1330315233084627,1.3893516841133233,1.5527973478133992,23.30346666666667,20.115000000000002,16.23596,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04893939147837201,0.15921908300299314,-0.07245375733167603
000593.SZ,2026-03-03,16.33957,0.0,15.74,9.993011879804325,1.375379247262003,9.8684,1.0,0.0,0.10901467505241091,-1.5247776365946653,1.1385681692829652,11.2359,0.42028985507246286,0.02580645161290325,0.018709677419354784,0.04383735705209657,-0.015247776365946653,2.645161290322573,6.851037083595224,0.0691823899371069,0.16142557651991618,0.15017301038062292,0.17124735729386908,-0.06154714850367027,0.26582278481012667,0.3685778108711839,0.4110201042442294,1.5875319771389502,1.8750888626109277,2.7190979001664104,13.1699,12.19742,8.298359999999999,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08504324165201405,-0.03302228883624214,-0.13155609358140996
000593.SZ,2026-04-27,22.3886,0.0,19.64,10.028011204481778,1.1133087106139772,8.7516,1.0,0.0,0.10868347338935569,7.07739307535642,1.6218309045008055,14.1936,0.71356783919598,0.02710413694721827,0.0014265335235378572,0.10132382892057046,0.0707739307535642,3.661436043747024,6.100917431192654,0.0708333333333333,0.29579831932773093,0.2611777535441657,0.3550087873462213,0.5088062622309197,0.4268969771745834,0.5307743216412972,0.7751343054489639,0.6099360901997543,0.7018002160603024,0.7546919111385453,9.6971,8.620940000000001,7.980669999999999,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1300393950492662,0.24527661399104894,0.05410789419615347
000603.SZ,2020-08-07,22.27831564608,0.0,19.53915872,10.01112347052282,1.3458664301010708,9.2226,1.0,0.0,0.07452725250278092,5.66228513650151,0.9317706654745249,8.5933,0.6367521367521366,0.04066985645933015,0.016746411483253683,0.11830131445904946,0.0566228513650151,5.071770334928227,2.914389799635697,0.03908045977011487,0.15517241379310365,0.10891617725573943,0.17610419026047563,0.4920977011494254,0.29069103369503124,0.7519379844961238,0.9482758620689653,1.1020272910723572,1.1832550540654996,0.990529772232839,8.740666666666668,7.35878,8.332609999999999,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.249764553769534,-0.10166843140489124,-0.258632585048854
000603.SZ,2025-10-09,28.242499999999996,0.0,25.66,9.987141020145751,1.096392422510056,5.5785,1.0,0.0,0.09258465495070722,3.0397505845674244,1.2981770985271588,7.2419,0.4415584415584416,0.03252647503782146,0.009077155824508262,0.06001558846453614,0.030397505845674244,4.009077155824503,5.636363636363639,0.0641025641025641,0.22588941277325336,0.24781849912739973,0.34905660377358494,0.451776649746193,0.4597989949748744,0.5788043478260871,0.8099688473520248,1.0579591269459199,1.2164726829835852,1.251826991867264,6.383399999999999,5.58326,5.20399,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.07161193237142593,0.08559794635744011,-0.07940161104718058
000625.SZ,2021-08-23,16.71919668848,0.0,15.95234566,10.009813542688907,1.2791205948790536,5.478,1.0,0.0,0.08930323846908728,0.0892060660124816,0.8252568844765081,4.5208,0.6160714285714262,0.01916221033868108,0.028966131907308387,0.049955396966993915,0.000892060660124816,1.9607843137255054,3.409090909090895,0.03454306952339281,0.10893032384690882,0.05410447761194037,0.18386589837611322,0.207910208444682,0.24330005254860732,0.4568965517241377,0.4568965517241377,1.2475757030953745,1.3531628398949784,1.4299375016795688,5.275133333333334,4.69452,4.40263,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.12204397355322383,-0.016927570968466754,-0.13396000299603028
000625.SZ,2022-06-27,16.802382415,0.0,15.46139479,10.0253164556962,1.2503435279139543,6.005,1.0,0.0,0.09772151898734172,2.853198343304175,0.9976910161250813,5.9912,0.6602564102564091,0.02371364653243861,0.02818791946308724,0.0717901518637829,0.028531983433041752,2.8806584362139898,6.914285714285695,0.0744623367196704,0.230773276016216,0.26999854761338926,0.4307105474585209,0.7178637598106199,0.4800540797198112,0.8062967130158751,0.9281331971879265,1.7912049336167886,1.8406507707532256,1.7055146121676175,6.520933333333333,5.9584,5.8923000000000005,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.036305466685213506,0.19237724301015424,-0.06190012519126442
000628.SZ,2021-12-13,12.355856718399998,0.0,11.455752,10.000000000000009,1.6215925120849708,7.0986,1.0,0.0,0.1104761904761905,3.6363636363636376,1.5967903621385655,11.335,0.6637168141592915,0.031746031746031786,0.05680868838763576,0.09783549783549772,0.036363636363636376,1.3366750208855471,5.523495465787298,0.036437246963562764,0.18761904761904757,0.19444444444444442,0.21185617103984455,0.46533490011750867,0.3128205128205128,0.5366146458583432,0.6644993498049414,1.292934924856364,1.392442401004302,1.8575038209518833,9.196466666666668,7.0546999999999995,5.50636,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.014648994863339482,0.07003727069053145,-0.048766567315619125
000629.SZ,2021-09-08,5.09392,0.0,4.91,10.089686098654704,1.0271677836741928,5.0987,1.0,0.0,0.12331838565022413,-0.6109979633401319,0.8437518769402356,4.302,0.7000000000000003,0.018442622950819644,0.043032786885245894,0.06109979633401219,-0.006109979633401319,1.6393442622950838,3.2258064516129004,0.030181086519114775,0.09865470852017943,0.10609480812641103,0.18644067796610186,0.6838487972508591,0.30612244897959195,0.7839721254355401,0.9176029962546817,1.0437127152685843,0.962479362995523,0.8622506284126019,4.6657,4.33472,4.89543,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04592141219335988,-0.0027326695354461528,-0.08125765618619851
000630.SZ,2026-01-28,8.06,0.0,7.55,10.058309037900859,2.0259508203892094,10.0169,1.0,0.0,0.06559766763848396,0.5298013245033095,1.1542711444192673,11.5622,0.44705882352941134,0.06192358366271418,0.040843214756258184,0.11258278145695377,0.005298013245033095,1.8445322793148922,8.02069857697283,0.03598014888337464,0.2172011661807578,0.3446054750402576,0.3643790849673201,0.457242582897033,0.43965517241379315,0.5045045045045045,0.611969111969112,1.0271037427044767,1.3349626404590036,1.6185955003612857,10.544233333333333,8.6723,6.704829999999999,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.07692307692307698,0.14019851116625293,-0.07692307692307698
000633.SZ,2021-03-03,7.476559999999999,0.0,6.85,9.95184590690208,0.8808812494809202,6.0404,1.0,0.0,0.086677367576244,3.9416058394160736,1.4038421525511893,8.4797,0.4905660377358492,0.03792134831460668,0.03651685393258424,0.07737226277372256,0.039416058394160736,2.2471910112359605,7.55494505494505,0.05953991880920162,0.2568218298555376,0.16172106824925803,0.3500000000000001,0.11221590909090917,0.5,0.5823754789272031,0.6196078431372549,1.4413047922683666,1.3884144551251456,1.2887053041343899,7.7965333333333335,6.693219999999999,7.51122,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07444065185058357,0.06599826658249253,-0.08380324641278869
000633.SZ,2022-07-08,8.93,0.0,8.32,10.052910052910068,1.6877502449972306,6.9118,1.0,0.0,0.06746031746031766,1.2019230769230616,1.870470367239598,12.9284,0.3780487804878054,0.060570071258907336,0.03681710213776728,0.0985576923076924,0.012019230769230616,0.9501187648456089,5.647058823529427,0.005599104143337197,0.14153439153439162,0.16621621621621618,0.09936305732484096,0.2507246376811594,0.23521320495185716,0.45779220779220786,0.6816479400749065,1.1920947617115953,1.4609774109179572,1.588112917508565,9.635733333333333,7.25474,5.94204,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10414333706606937,-0.04255319148936154,-0.12094064949608063
